name,x,y,z,time
Group 2,32.11,18.69,0.29,2025-09-19 13:16:58.67953
Group 2,32.09,18.72,0.02,2025-09-19 13:16:59.679077
Group 2,32.19,18.68,0.35,2025-09-19 13:17:00.679068
Group 2,32.27,18.66,0.6,2025-09-19 13:17:01.679057
Group 2,32.32,18.64,0.79,2025-09-19 13:17:02.679074
Group 2,32.23,18.58,0.74,2025-09-19 13:17:03.678465
Group 2,32.15,18.57,0.4,2025-09-19 13:17:05.679124
Group 2,32.09,18.69,0.18,2025-09-19 13:17:06.679081
Group 2,31.93,18.71,0.19,2025-09-19 13:17:07.678993
Group 2,31.94,18.65,0.31,2025-09-19 13:17:08.678775
Group 2,31.95,18.64,0.46,2025-09-19 13:17:09.678735
Group 2,31.94,18.61,0.47,2025-09-19 13:17:10.678684
Group 2,31.93,18.59,0.51,2025-09-19 13:17:11.678715
Group 2,31.92,18.57,0.54,2025-09-19 13:17:12.677471
Group 2,31.91,18.57,0.56,2025-09-19 13:17:13.678798
Group 2,31.9,18.58,0.57,2025-09-19 13:17:14.678977
Group 2,31.95,18.55,0.19,2025-09-19 13:17:16.679454
Group 2,31.97,18.54,0.35,2025-09-19 13:17:17.677604
Group 2,32.01,18.53,0.52,2025-09-19 13:17:18.677543
Group 2,32.01,18.55,0.21,2025-09-19 13:17:19.677602
Group 2,32.01,18.52,0.33,2025-09-19 13:17:20.678907
Group 2,32.13,18.53,0.55,2025-09-19 13:17:21.678249
Group 2,31.97,18.62,0.46,2025-09-19 13:17:22.678948
Group 2,32.14,18.6,0.69,2025-09-19 13:17:23.67753
Group 2,32.25,18.59,0.18,2025-09-19 13:17:25.677597
Group 2,32.32,18.57,0.46,2025-09-19 13:17:26.677594
Group 2,32.38,18.55,0.65,2025-09-19 13:17:27.678685
Group 2,32.39,18.54,0.78,2025-09-19 13:17:28.677508
Group 2,32.45,18.53,0.92,2025-09-19 13:17:29.678883
Group 2,32.46,18.53,1.02,2025-09-19 13:17:30.678808
Group 2,32.35,18.52,0.99,2025-09-19 13:17:31.677502
Group 2,32.41,18.49,1.11,2025-09-19 13:17:32.678804
Group 2,32.45,18.47,1.21,2025-09-19 13:17:33.678802
Group 2,32.46,18.46,1.25,2025-09-19 13:17:34.67754
Group 2,32.46,18.46,1.28,2025-09-19 13:17:35.678773
Group 2,32.5,18.45,1.32,2025-09-19 13:17:36.677517
